@relation sea

@attribute at1 numeric
@attribute at2 numeric
@attribute at3 numeric
@attribute cl {0,1}

@data
7.240267,9.517533,2.179823,0
8.257520,4.467452,6.656227,0
2.526140,7.299459,1.039251,0
9.369838,1.790757,6.668854,0
5.694685,6.023190,6.715977,1
2.686479,3.803139,3.380095,0
6.595028,4.046336,7.289659,1
4.583610,3.514236,0.857759,0
3.031769,3.037581,2.138498,0
7.505033,8.794724,1.816132,0
6.094184,2.855382,1.260274,0
4.646140,7.929127,8.320877,0
3.952317,5.036854,5.473909,1
8.839993,8.854004,5.681207,1
2.900340,2.970865,8.688685,1
6.485101,9.546444,9.307828,1
2.584025,1.446326,0.806158,1
0.241050,2.622289,0.120232,0
5.477672,1.380505,1.799256,1
9.309632,0.120132,0.464636,0
5.156986,5.938545,9.900745,1
4.792549,5.581952,9.432000,1
8.552817,8.120686,5.176839,1
7.667129,4.484667,4.554789,0
5.930993,5.360947,0.340212,0
7.983236,0.460444,2.507277,0
1.840950,4.306533,3.584719,0
4.426666,4.049355,4.412532,0
9.987900,4.313277,3.580631,0
9.895229,3.012631,2.473337,0
1.133317,7.650177,3.485965,1
2.134844,8.040754,9.051600,1
3.401701,9.391811,4.237880,1
9.852256,6.745158,4.845844,1
1.051691,8.430563,2.843787,1
2.479918,7.256319,5.062008,1
1.569596,8.642640,7.248266,1
1.655271,9.721603,9.912871,1
7.371780,3.398837,1.589033,0
1.439591,0.640632,7.572460,0
0.032444,1.810340,6.226229,0
8.555497,1.072073,1.577905,0
9.502636,4.421692,5.085545,1
1.678011,0.147554,4.450373,0
8.790194,1.698639,4.712432,1
1.420243,4.625304,3.234052,0
8.024141,4.823085,8.298646,1
5.463718,5.871106,4.305025,1
7.681446,0.531253,5.380861,0
1.603326,6.958766,5.844131,1
1.380458,0.929677,3.088517,0
1.077230,7.538890,6.306076,1
9.237529,1.018508,0.312888,1
5.643812,3.546941,9.449794,1
8.370027,7.748439,3.131686,1
3.619545,7.436711,9.329906,1
7.967964,4.710766,7.537934,1
1.669532,3.382066,0.677253,0
4.311742,3.765770,6.108459,1
1.304660,2.414535,5.256396,1
3.433043,5.569284,1.199961,0
9.116225,0.649755,2.744808,0
8.398194,5.876494,1.319995,0
3.313205,0.649901,3.318730,0
5.360667,0.856664,0.852459,0
4.238730,1.529712,0.080189,0
5.295482,6.188648,3.939445,1
8.603183,9.195841,7.142332,1
4.765125,8.342293,1.113080,1
8.992047,3.857889,1.367602,0
9.734383,2.687597,9.407981,1
3.337498,2.726711,4.328756,0
3.583375,5.181216,5.728364,1
6.710927,5.808554,6.372577,1
1.997201,0.312022,8.606552,1
9.507862,5.748884,2.636609,0
4.091177,3.749689,8.154338,1
7.607578,9.521939,0.473465,1
2.209537,9.881446,0.389548,1
2.608156,4.718305,4.245199,0
9.899520,9.973564,4.013636,1
5.782117,0.386213,8.616858,1
0.698235,7.223410,8.379703,0
2.972294,1.016311,4.479085,0
4.766001,2.633423,0.146693,0
2.155363,0.620158,9.715539,1
0.501604,0.105087,9.911934,1
4.823392,4.157133,9.301291,1
4.130697,3.314928,1.333360,0
3.701141,9.950217,7.692133,1
7.173627,6.071836,4.605474,0
7.088147,9.084559,7.209391,1
1.717982,7.356084,4.227726,1
7.976243,3.943265,8.238244,1
4.048353,8.150178,1.587606,1
2.307311,0.888898,3.594657,0
4.203825,4.928017,6.350822,1
4.878235,4.042955,2.304343,0
0.114790,6.909817,2.197783,1
5.994377,9.407174,9.057085,1
6.763258,3.284811,1.585704,0
7.228076,9.823948,3.217347,1
7.974126,4.804953,0.148174,1
5.693851,3.742831,6.719444,1
8.670849,3.070266,7.802642,1
7.113221,0.106986,5.600946,0
7.016803,7.798729,4.430949,1
7.205903,3.488034,0.723538,0
6.772846,2.309242,8.708662,1
2.133190,1.926009,5.277352,1
6.730962,5.425526,0.388753,0
9.168358,7.108197,2.322488,1
0.178463,0.125131,1.388290,0
0.232116,6.989236,4.519696,1
4.787965,8.950645,0.260098,1
2.438679,0.983637,5.963029,0
3.292879,4.671691,3.212447,0
6.597700,8.489799,5.533385,1
3.915325,5.922138,5.753473,1
3.030335,8.075961,0.922889,0
8.201092,2.311179,0.500483,0
9.300415,5.020179,5.682127,1
3.970825,5.942226,6.082248,1
6.925863,2.045277,5.621029,1
6.716968,8.833477,5.644811,1
7.323276,1.178196,6.643329,0
7.100334,2.396802,4.322283,1
0.472764,5.245172,3.339468,0
7.556351,3.839951,7.107065,1
8.860130,2.789192,0.945146,0
8.731419,7.027394,9.240459,1
9.072671,4.861489,5.876023,1
3.694966,1.520833,9.104307,1
2.699029,5.747636,2.256842,0
8.144439,6.579125,9.930032,1
1.824297,3.269500,7.291058,1
7.109451,4.398123,6.237414,1
7.187315,7.182559,8.800537,1
4.209953,8.040997,1.576015,1
2.902486,7.452038,9.072264,1
8.972871,8.176570,7.615693,1
3.924206,9.872535,1.471263,1
6.451660,1.401295,0.685847,0
4.670795,7.976905,7.656605,1
2.375028,3.894019,7.749828,1
1.076579,6.550365,5.481077,1
4.591362,7.057092,8.569157,1
4.509130,7.641420,4.091300,1
5.817990,1.706993,5.153902,0
1.579528,6.625165,1.810841,0
8.026461,2.496687,6.307146,0
0.473592,3.963751,4.477502,0
7.857770,2.227330,2.410964,0
8.777695,7.892041,4.220881,1
4.949132,2.790038,0.862904,0
0.431457,4.954204,2.940264,0
6.661196,8.094165,5.991643,1
4.719330,7.802484,6.271912,1
0.299172,2.579058,5.443046,1
6.542809,9.920547,3.621384,1
2.147878,6.032348,3.334928,0
3.924389,7.555809,4.294629,1
0.345847,5.157534,8.331784,0
0.111737,1.272048,7.026751,0
9.366213,3.018394,5.013658,0
0.820878,1.285570,6.831333,0
3.864627,2.274379,1.892814,1
2.194927,5.514198,4.808015,1
1.546546,8.142942,5.268377,1
5.698751,9.563006,4.344456,1
4.720540,2.676240,6.821902,1
3.948288,3.848653,1.605210,0
6.867047,6.618868,7.400043,1
7.904438,4.231376,8.807976,1
6.505755,0.700789,2.176501,0
6.214988,6.984515,3.043487,1
5.127458,8.311864,3.232470,0
7.874870,7.576926,6.870808,1
0.253166,3.692709,7.427687,1
7.541362,9.032898,7.515954,1
5.651765,4.915998,2.096334,0
9.147374,0.904310,5.325268,0
1.605099,7.501768,4.353811,1
4.486284,7.397298,5.581621,1
5.709162,8.814091,0.439951,1
6.391017,7.310759,6.179443,1
1.003468,3.607130,0.845637,0
2.640028,8.361591,2.953239,1
3.277589,5.049573,1.847996,0
5.953883,7.173264,8.078093,1
4.675032,2.431904,5.379069,0
9.829202,0.960691,8.775058,1
9.774781,9.215009,9.122396,1
6.525767,5.301838,2.809981,0
8.908969,3.655618,6.074066,1
2.017210,9.027305,9.840790,1
4.076878,1.688786,7.719762,0
8.862049,5.797854,7.589744,1
8.229758,2.968813,2.698397,0
3.929503,1.473455,3.597324,0
0.688464,2.719720,9.870083,1
8.021559,2.680064,4.743467,0
6.335682,0.817532,8.479524,1
9.844837,8.320312,3.647691,1
0.009099,1.367453,3.952477,0
7.165308,1.542220,2.408230,0
4.511033,5.106627,3.454026,0
6.580082,7.051350,2.144820,1
9.771070,2.014903,4.482777,0
4.694967,9.226244,4.723155,1
0.043776,3.202678,9.383541,1
1.522991,3.031232,3.810328,0
4.398685,7.762805,0.403238,0
9.305024,2.811468,6.959058,1
7.918095,0.413084,2.256593,0
7.464433,4.401413,1.766724,0
6.416316,6.249500,5.028130,1
5.475744,9.751285,2.141932,1
2.953963,1.525474,5.408134,0
4.556706,9.218462,6.009043,1
6.981266,6.412282,0.519383,0
9.223749,7.478441,0.102348,0
7.891524,2.358941,1.640022,0
6.760354,3.406746,2.591460,0
9.656246,7.619591,4.287952,1
7.370875,6.429885,0.651510,1
7.955359,6.059644,4.801792,1
5.278106,0.810835,1.467455,0
7.223117,1.986838,8.545663,1
9.465279,8.648011,3.588710,1
1.006952,5.228733,2.712761,0
8.635478,5.304222,0.943975,0
2.923812,5.231928,3.423714,1
1.661813,4.075225,0.619526,0
0.134869,5.421318,2.129236,0
6.232153,3.596691,7.672346,1
5.583529,6.218009,9.902136,1
4.866021,3.490846,2.405611,0
8.719579,5.118372,3.640278,0
0.422593,4.584253,5.646781,1
9.816180,9.070496,3.641093,1
3.145720,4.260620,1.095165,0
9.681938,3.224401,8.693563,1
6.821093,6.365910,9.369362,1
2.583919,9.271498,7.453430,1
2.762344,9.859040,3.322912,1
4.977413,6.963190,8.836980,1
1.547443,4.483761,8.746411,1
3.554256,2.387505,2.841617,0
6.648124,3.936782,9.980566,1
7.161183,8.674129,2.244153,1
5.040040,1.613515,6.386898,0
0.885012,3.840328,5.073899,0
3.699368,8.396811,5.129279,1
5.360002,3.966259,4.076786,0
8.450020,2.823198,8.271068,1
5.210702,1.112685,8.704253,1
5.049467,8.684819,8.188888,1
7.358949,0.433041,6.192926,0
2.046556,2.579823,0.022948,0
6.420151,5.096847,6.578924,0
3.493658,1.708203,8.796299,1
5.674462,2.873086,5.761104,0
5.696283,4.032171,6.128758,0
5.144856,4.833011,2.765811,1
3.517830,0.954700,2.404973,1
1.387741,8.597899,3.275768,1
1.177722,3.298716,6.365864,1
8.395562,2.944788,7.717392,1
4.652991,6.513691,0.742879,1
9.386777,6.503983,4.451934,1
0.536154,0.580692,5.990046,0
5.413703,8.755857,5.875334,1
9.710556,8.280307,9.808313,1
6.878206,3.084082,4.532593,0
6.382797,0.898457,5.653801,0
3.843245,3.371193,6.667580,1
9.884885,7.410459,8.823689,1
3.914441,3.275624,4.354722,0
3.856316,0.344767,0.131605,0
9.100624,6.006938,8.201553,1
4.287245,8.009867,9.909478,1
1.093948,4.442071,9.221379,1
5.340528,4.875181,2.255105,0
8.246374,8.922685,7.680009,1
6.333143,6.503698,7.402921,0
9.779322,1.757643,4.698179,0
2.102410,4.829783,2.905658,0
0.836722,1.107211,0.014215,0
9.117078,9.923693,6.289419,0
4.365764,5.510798,7.687772,1
0.385979,9.942878,8.890066,1
8.865562,6.570076,6.763612,1
3.073774,4.166533,5.446290,1
5.924175,0.144469,6.488734,0
4.974253,9.394392,9.229619,1
0.501603,9.243834,0.934942,1
9.167528,7.224361,9.829707,1
2.735159,7.517480,3.239584,1
7.460357,2.129651,1.753491,0
8.699726,8.517102,1.524626,1
2.683635,6.970916,4.626596,1
7.115386,1.115331,6.634395,0
0.509723,5.864015,7.900613,1
5.107849,8.835555,0.630006,1
6.059916,0.459714,7.808669,0
7.977194,1.048253,1.916213,0
3.177904,3.669703,1.763471,0
2.186806,3.288097,3.651130,0
0.259014,8.277727,3.478251,1
9.393058,0.112646,9.464037,1
5.976660,7.364650,0.914106,0
6.200206,1.544112,5.359886,0
2.003826,3.168555,1.055197,0
4.216809,2.971410,5.418571,0
6.641113,7.182042,9.272343,1
0.470140,2.923473,3.698360,1
1.201200,7.176610,8.103552,0
7.289257,7.567590,0.497039,0
4.932240,1.411144,4.350426,0
2.955257,9.710313,3.392567,1
2.878868,4.447764,4.940103,1
7.419174,0.358674,4.490389,0
7.540717,3.762732,2.888206,0
6.686206,6.586565,8.740009,1
3.763176,6.843562,8.481665,1
4.411151,8.978703,4.318349,1
0.389847,8.668776,0.475837,1
8.379088,3.868404,8.304188,1
8.316168,3.244291,8.353633,1
3.602965,2.844022,9.795629,1
6.606755,2.683834,9.154538,1
9.270400,7.894547,1.180367,1
4.738109,9.662031,4.086008,1
8.640734,8.404357,8.492652,1
7.073133,8.968489,2.375685,1
2.836892,0.679873,6.710177,0
3.924164,5.063811,6.888402,1
7.907833,6.684030,8.670812,1
9.367864,7.825349,7.807548,1
5.719897,8.987914,1.671839,0
8.649945,5.757847,9.607267,1
4.162205,8.099918,6.321260,1
7.068407,8.696946,6.687559,1
9.376819,3.397737,1.058359,0
8.461547,7.946761,0.828112,0
4.630790,9.498923,0.883968,1
7.324273,8.691516,2.636918,1
7.679430,4.308757,3.502176,0
0.066604,3.109443,3.620054,0
1.209362,9.941315,5.464147,1
8.638261,2.151706,8.183068,1
5.549442,9.241427,1.316062,1
7.188188,2.144175,0.380370,0
1.643098,1.264338,5.817632,0
9.955853,8.454550,2.011540,1
2.763307,5.513716,3.964659,1
8.623159,7.584714,7.058720,1
7.526028,2.522867,8.110290,1
4.674572,6.293358,4.179368,0
5.534785,5.495430,4.235005,1
7.639605,4.615375,4.541950,1
5.879713,0.359582,8.250073,0
8.814132,0.261614,3.470850,0
5.775330,7.435510,4.407350,1
5.020224,1.466070,4.231010,0
3.988937,2.341300,8.710541,1
8.634657,2.889909,8.887525,1
8.385340,3.122529,6.892414,1
7.737904,1.434365,5.307648,0
1.793947,3.557721,9.453183,0
3.819335,2.924034,2.185518,0
0.359544,6.592868,3.993153,1
8.058938,8.224163,7.926019,1
0.565462,6.636560,0.711384,0
9.526469,9.598908,3.369561,1
2.721438,0.261976,3.936753,1
1.696340,9.244401,4.076959,1
2.802122,3.530142,4.098366,0
6.454176,6.283885,6.216120,1
2.876752,0.209274,2.193487,1
8.433436,0.119507,2.983566,0
6.756066,3.694950,8.199018,1
3.293858,1.568580,4.194344,0
1.830556,8.131097,6.474638,1
7.375498,0.551596,7.017183,1
4.081738,1.115549,6.799076,1
7.399434,3.015196,7.349635,0
3.224469,9.543121,1.211877,1
9.662628,4.195442,0.656805,0
7.890392,8.855824,2.701230,1
0.424404,6.895575,7.199546,1
5.026671,3.674184,5.781855,1
4.225780,2.799038,2.579789,0
3.914587,9.378864,8.843433,1
2.394060,6.193068,1.590207,0
5.736189,2.802083,7.276436,1
6.997525,7.933241,1.817513,1
6.789065,4.518743,6.072167,1
1.414317,3.271714,9.468429,1
6.945898,5.250283,8.843159,1
8.049322,1.422947,9.479198,1
0.801812,8.322630,3.277930,1
4.515698,4.868136,8.814402,0
7.670220,6.090837,5.650705,1
4.024079,7.468218,9.555662,0
1.986961,5.627830,8.026612,1
8.899544,7.495040,9.842267,1
2.745324,8.685426,7.017120,0
0.108373,6.496317,2.758555,0
4.818947,6.036485,4.106056,1
0.904621,2.920458,9.586534,1
9.011295,5.237238,3.242586,0
2.705456,2.798248,3.848518,0
8.426078,1.875130,8.093696,1
9.370171,7.935963,3.171064,1
6.621388,0.188184,2.910140,0
6.684501,5.668695,7.639946,1
1.705179,1.746002,0.838094,0
4.666460,0.424627,1.184641,0
5.661866,4.427227,6.713129,1
7.225475,0.561647,3.059740,0
2.436777,1.153435,2.977175,0
9.089398,6.148239,3.922442,1
6.336422,6.832582,2.440548,1
2.501276,0.080494,4.524372,0
1.826495,5.362466,6.816256,1
5.787093,8.000897,0.170710,0
2.428124,6.883839,9.816281,1
7.445486,2.876021,5.305152,0
4.029457,8.282327,1.689209,1
4.430565,5.611651,8.829642,0
2.444233,1.270190,3.787912,0
1.350683,8.312284,9.151965,1
3.674750,5.968221,9.670134,1
3.969118,9.840843,0.910802,1
6.724682,0.727084,6.050841,0
3.603105,1.355993,4.052430,0
9.638320,5.741640,0.751417,0
1.353291,9.581059,4.835873,1
0.851249,8.623785,8.743032,1
6.936069,7.894998,5.379111,0
3.863219,5.049245,0.072661,0
4.890089,0.983463,4.229579,0
1.710547,0.280420,5.784939,0
1.636413,9.837369,2.946214,1
5.579009,3.697631,5.343618,1
3.278690,0.179491,0.729823,0
8.803276,9.472856,6.331871,1
7.367853,1.710983,6.350163,0
6.760228,6.422824,9.063410,1
7.406287,3.292989,3.265087,0
3.573409,9.050026,4.430486,1
8.887395,7.376700,6.484554,1
1.074331,1.828172,1.398703,0
2.007663,2.128526,8.482959,0
1.601381,4.814830,6.550284,1
6.525813,2.900447,0.200307,0
9.323271,9.263717,4.936357,1
2.556706,8.201444,5.846392,1
7.251470,0.276878,1.339937,0
7.653578,7.824491,0.605269,0
9.652663,2.003972,3.080929,0
4.132497,1.563888,2.471267,0
6.378718,9.021551,4.703113,1
1.921998,4.903420,6.190572,1
4.167137,1.126929,7.974826,1
9.328372,3.821218,2.853957,0
4.098095,4.193893,2.718707,0
2.018384,3.323975,0.479582,0
5.327947,3.560510,3.331375,0
5.124399,5.802641,5.194322,1
4.824192,9.897435,4.407649,1
4.800855,0.598221,7.991458,0
1.725149,5.966284,5.691833,1
9.787501,8.545791,7.633363,1
2.739684,0.352070,5.637270,0
3.676045,6.116851,6.429116,1
9.677361,9.760490,8.464436,1
5.563132,3.658758,6.304877,0
3.556193,0.712526,7.133513,0
1.310747,5.124971,7.325040,1
1.091255,3.016873,4.089417,1
1.562664,1.722781,4.764353,0
2.074851,0.401623,9.060415,1
6.518474,5.489531,4.754888,1
5.250021,3.219323,0.997596,1
6.878081,7.302474,1.200478,1
8.014999,8.333991,8.791323,1
3.458963,6.116362,2.361643,0
9.133236,6.451060,5.428974,0
8.173841,0.193326,4.998246,1
0.594949,4.058661,5.999588,1
9.548192,0.754475,3.309259,0
3.973798,4.306855,5.611368,0
1.609328,6.811845,1.286153,0
5.145836,0.077476,8.950075,1
6.193838,1.311717,3.155017,0
7.762778,8.583990,6.022973,1
8.777317,1.021219,6.185310,0
5.079880,2.184898,6.485689,0
2.939372,9.794948,9.426287,1
4.101802,5.037654,7.765049,1
1.849500,9.051203,5.335459,1
9.128679,4.285533,5.600136,1
5.597251,8.755153,0.649591,1
7.339142,6.672564,9.296647,1
7.693783,5.481957,5.488725,1
7.666855,1.974414,7.401736,0
1.769361,6.828023,7.519398,1
1.865678,5.284447,1.582294,0
4.335650,6.917752,0.710514,0
1.203286,6.310649,8.786846,1
5.065802,9.436437,0.160565,1
6.109001,9.457212,8.521403,1
4.939170,4.010128,6.576447,1
5.984542,3.978183,3.212253,0
0.806206,0.731650,3.625066,0
6.016098,5.207359,6.387061,0
2.125112,7.097575,3.816076,1
3.408225,2.602922,0.128934,0
2.039359,0.289499,0.878971,0
9.746712,9.400374,1.951144,1
3.410503,8.527591,7.291907,1
2.505774,0.504159,7.148948,0
1.235810,0.774013,5.983863,0
5.981373,2.370925,7.603654,1
9.468500,1.419730,1.434882,0
4.022652,1.563816,1.350751,0
1.853315,2.229722,4.210371,0
1.630096,6.161515,6.285908,1
4.689106,3.577815,4.435644,0
4.081974,1.584591,0.506859,0
2.358604,6.490722,2.569690,1
8.861647,0.173345,6.446461,0
1.593075,7.881343,1.206871,1
9.445159,2.557622,1.677739,0
4.787344,5.888110,2.898500,0
2.049625,9.184408,1.458039,1
2.762223,5.893682,3.933609,1
7.478273,4.440468,2.161980,0
0.931190,4.731670,8.176854,1
4.905015,4.623316,8.122984,1
2.504659,9.329856,2.113818,1
1.887478,3.791557,3.248291,0
9.679667,6.146791,3.092262,1
5.331200,4.550300,8.468021,1
0.443982,2.401630,4.937619,0
6.842098,7.099599,7.759133,1
1.831269,5.935987,7.566125,1
0.559303,5.689109,3.234375,0
5.018964,5.348192,5.013780,1
9.139749,8.262071,3.581264,1
4.408862,6.673526,0.548707,0
1.223826,9.016727,7.833484,1
1.418358,2.771103,9.590064,1
9.870702,7.349196,6.033744,1
3.285184,3.599869,8.438255,1
9.288978,1.672630,6.908450,0
7.020823,1.922229,1.214385,0
0.184300,4.795649,4.979987,1
1.469175,5.528693,4.333224,1
4.545421,2.166708,4.360809,0
4.937810,3.950873,4.224235,0
1.300070,0.257979,6.510483,0
3.857847,4.948739,8.429741,1
6.621368,5.338191,7.454767,1
7.260419,8.669152,9.802763,1
3.464800,4.782749,2.037882,0
0.311443,6.371106,7.626976,1
8.537814,1.987785,0.820643,0
5.938657,5.044878,8.284137,1
5.302856,4.794620,1.823981,0
9.743358,0.253721,2.307528,0
5.591912,9.762296,0.006918,1
8.431448,9.809680,0.297051,1
4.592430,2.334933,6.830223,1
8.706039,4.457199,9.760736,1
6.444983,0.581379,0.719477,0
5.626256,9.003613,9.622368,0
3.798233,1.446348,0.089816,0
1.700070,2.397345,9.906318,1
2.159641,9.913236,0.144313,0
9.722916,0.441364,2.487336,0
2.776297,9.317559,9.219217,1
3.774757,8.979954,8.726190,0
9.561333,9.445667,2.603381,1
8.449281,2.225749,6.116702,0
3.672097,6.206519,5.789105,1
8.603864,5.695423,2.664148,1
5.608658,2.808460,1.354592,0
3.249824,3.841928,9.646919,1
3.159487,8.866137,7.508458,1
7.846090,6.234647,7.153985,1
5.680314,9.757366,2.595012,1
1.983114,8.711714,6.377109,1
4.918232,2.166214,1.027378,0
7.861637,3.691526,4.285600,0
6.499986,5.640192,8.801870,1
9.482120,8.448790,5.775932,1
7.314926,3.284390,9.575851,1
9.519037,6.729836,2.568439,1
6.487202,5.163451,9.328946,1
3.875165,5.706055,4.125528,1
7.872269,5.152906,2.315494,0
8.844431,6.601094,9.204202,1
2.241286,8.006072,5.094228,1
6.454861,0.870160,4.365013,0
4.154550,3.940864,8.930803,1
0.670700,1.499243,8.872937,1
6.662694,8.201883,5.628219,0
3.907938,9.753747,9.331257,1
4.906652,1.646751,7.514112,1
8.247845,6.718314,9.095502,0
4.724386,4.189730,2.212536,0
5.059889,6.577548,4.949035,1
0.518412,3.879838,2.888026,0
5.379081,1.760963,8.347014,1
9.962846,3.975233,2.579634,0
3.728980,1.910892,5.650989,0
3.557643,3.165102,2.386716,0
9.883416,1.482218,2.294617,0
5.671947,4.507153,5.787049,0
1.084701,0.736084,9.946276,1
4.615922,2.834301,2.792224,0
4.595264,1.139239,2.036778,0
5.114471,4.616413,8.428892,1
6.527304,4.079882,7.479084,0
7.244983,9.865800,1.890434,1
1.348018,4.185051,1.736201,0
8.692204,7.523250,7.751802,1
8.259334,7.698078,1.380018,1
0.532379,4.172242,2.870258,0
5.311481,4.907036,9.685752,0
9.523449,8.114644,9.269403,1
2.194526,6.748487,6.135699,1
6.614287,8.026134,6.567908,1
2.211185,8.304110,4.982270,0
5.827359,2.734071,0.680294,0
0.432149,2.060311,6.961948,0
6.232553,9.832207,6.092170,1
4.739243,5.777922,1.969986,0
3.892566,1.239390,0.313444,0
7.987876,6.449143,5.526601,1
4.475276,2.094510,2.564468,0
0.398619,7.546738,7.589850,1
0.280810,8.270144,0.312670,1
0.330455,7.274619,1.677486,0
7.106825,7.769656,8.107041,1
3.547578,0.077028,6.108758,0
1.316417,6.422203,3.527236,1
2.871346,9.053837,3.906457,1
1.148347,6.470926,4.033083,1
4.017664,1.622933,7.772943,1
9.893077,8.085613,5.011432,0
5.360232,6.688918,6.786539,1
4.458574,4.893580,4.313125,1
4.970609,0.421883,5.446297,0
6.844085,8.973533,5.591320,1
8.027369,9.497777,7.062053,1
5.968703,1.095137,0.722682,0
2.718070,8.495625,4.284840,1
6.581239,9.296272,2.834678,1
5.985190,9.621217,4.408528,0
4.514797,8.721653,8.449917,1
9.143536,3.896213,5.772432,1
2.869746,1.363751,5.703052,1
0.861529,2.765105,0.072833,0
3.860242,0.795515,6.816598,0
9.291140,1.101438,9.189458,1
0.397710,2.024136,7.813850,1
1.645353,2.222378,6.826664,1
0.944031,5.276581,5.645556,0
9.172794,1.417987,6.075187,0
2.781739,1.778239,2.939656,0
4.543344,3.012489,0.473499,0
3.808004,7.290097,4.981898,1
8.391536,4.171357,8.971522,1
6.195493,6.785373,5.172146,1
9.007751,1.998810,4.000995,0
7.275392,9.646551,0.039348,1
1.064538,6.114536,8.490726,1
7.892775,1.430383,7.489545,0
4.442872,7.963044,0.839706,0
5.253141,5.821604,1.350019,0
9.992961,0.321542,2.433923,0
7.106915,7.606068,4.029299,1
9.604878,8.030294,6.066447,1
7.676845,6.105796,3.328456,1
2.220331,1.819183,2.587661,1
3.249566,0.077206,2.549226,0
8.040250,3.388932,5.943314,1
9.210537,7.293333,6.938068,1
7.614875,9.371990,5.391951,1
6.978059,9.421249,0.836455,1
7.451544,6.902902,3.463207,1
3.008698,6.791664,3.869772,1
8.610847,6.457433,5.342136,1
6.534639,7.891362,9.552851,1
1.280295,5.496164,7.868279,0
2.789497,4.806347,9.694329,0
4.178338,5.086280,5.126162,1
4.507530,5.962617,7.739334,1
2.865519,1.202542,7.087463,0
7.994205,0.957235,1.103247,0
7.414668,6.445383,8.465464,1
4.336745,8.018314,8.524196,1
3.514478,6.392475,6.107871,1
1.198822,5.802200,6.708348,1
0.888480,1.834510,6.533556,0
7.797126,4.272891,7.355083,0
5.475432,4.442546,6.536862,1
5.399781,7.640109,0.074689,0
4.085492,8.540153,6.763757,1
6.558467,5.287952,4.039276,0
1.680427,0.147148,6.376922,0
5.949347,3.085269,8.256409,1
4.919779,4.789965,2.233837,0
9.062855,9.588921,3.379551,1
4.031466,9.916413,8.007924,1
7.556522,8.082613,2.245697,1
6.622766,9.009454,0.064250,1
4.297406,4.103527,3.254179,0
4.250674,9.631101,8.857081,0
2.716370,7.113490,7.037849,1
1.903455,9.271687,0.353055,0
8.860607,3.732605,5.504597,1
3.649018,3.512522,2.323321,0
1.595135,4.569019,2.847554,0
3.578473,2.911804,1.399135,0
7.015331,4.653315,3.853711,0
4.284416,2.710793,1.466027,0
9.824283,8.503876,4.636935,1
7.775562,4.989990,2.694048,0
8.722595,8.198645,9.528242,1
1.711167,1.851564,3.577153,0
6.420583,6.424707,1.524203,0
9.336512,2.923338,7.874934,1
7.576653,1.728645,7.617848,1
4.439438,9.083875,8.861854,1
7.587750,3.498789,5.991459,1
8.488778,8.685507,1.999481,1
6.884152,1.527724,9.582986,1
3.379287,3.160140,1.901621,0
9.584847,3.425824,9.798925,1
6.349162,7.673859,5.273202,1
9.402504,2.891050,5.786883,0
1.974924,4.648736,8.105664,1
8.147526,4.097124,4.925986,1
2.782631,6.925467,3.847677,1
8.453191,3.430664,8.262102,1
6.590803,0.163723,1.632348,0
3.589547,1.431273,5.097010,0
9.105132,0.370212,3.864523,0
3.261261,9.651406,2.349579,1
4.300143,0.455243,4.798859,0
4.552367,9.724845,9.083972,1
6.650312,2.931649,7.001781,1
6.362313,5.263883,6.935981,1
5.427606,8.568329,9.128767,1
9.999602,4.225777,8.955862,1
4.595988,2.820385,7.612371,1
2.471791,9.961950,3.093435,1
0.417193,7.892293,9.219602,1
7.617139,8.303575,2.304558,1
1.235224,9.306338,9.370955,1
4.570222,6.306936,0.550653,0
4.875265,9.679420,9.014981,1
3.905197,7.970843,3.979602,1
0.791228,1.591973,6.358434,0
1.553923,9.451869,0.034953,1
7.344162,9.254555,6.940676,1
7.558129,9.245234,9.228753,1
8.551573,8.599708,6.390890,1
4.906643,6.941543,3.119622,1
6.620963,2.134604,4.656776,1
0.105446,8.636378,9.027345,0
0.228351,5.385779,4.159693,1
4.837648,4.194645,3.753390,0
3.449200,0.694066,7.143112,0
9.939300,6.371864,9.800682,1
4.971572,6.191572,1.612667,0
3.133115,4.732289,9.660123,1
6.866893,4.316899,0.280238,0
2.953277,9.307583,7.869013,1
4.693362,2.028706,4.963902,0
6.223351,8.717291,1.712821,1
9.411357,8.855932,0.679881,1
5.227797,0.480563,7.841529,1
6.672135,9.454197,0.077584,1
4.186486,9.737707,9.559328,1
4.054606,9.839566,8.025719,1
9.147149,5.894732,0.189510,0
7.923438,5.153412,3.371521,0
3.870703,5.084342,3.819340,0
3.940275,4.499221,2.632717,0
4.979784,0.474246,9.367441,1
9.928443,9.445025,1.457168,1
9.182733,1.016496,5.168308,0
0.856062,3.194026,0.245221,1
9.088758,0.434731,3.843722,0
5.588143,7.215244,1.158984,0
2.299586,4.978325,2.740906,0
9.477546,5.373622,5.407934,1
5.847869,4.775375,6.109248,1
4.220401,7.566416,9.891241,1
8.582912,5.059549,6.640471,1
8.253575,6.885692,9.442185,1
7.320424,3.285908,4.354529,0
0.501152,5.513513,2.367412,0
0.491838,5.108318,9.040600,1
0.481940,4.448534,4.426713,0
9.223908,0.535961,2.106122,0
8.102378,1.997363,6.847442,0
7.056911,3.487913,6.124264,1
0.373606,5.566450,2.652821,0
8.852358,7.007349,0.602595,0
2.520863,2.970007,2.154247,0
8.078325,1.194847,2.982084,0
5.643380,7.408797,4.890075,1
